-1.1451308 ,-0.10037471
0.8755476 ,2.122777
1.1159768 ,-1.2723786
-0.27219665 ,-0.20957771
0.0040771747 ,0.56627357
1.214666 ,-1.8834665
1.6482197 ,0.61436325
-2.4652364 ,0.009614759
1.0379502 ,0.9113769
0.2945293 ,0.6719881
1.4864445 ,0.5148935
1.3134766 ,1.3148571
0.8176892 ,-0.12305988
1.4624397 ,1.481807
-0.6427799 ,-0.7089757
1.2246073 ,-0.9996918
1.1835805 ,1.059821
0.08133008 ,-1.1869684
-0.04329579 ,0.95266366
-1.3316435 ,-0.49001023
-0.25219005 ,0.100202136
-0.0076830103 ,0.0075533926
-1.5436674 ,1.210644
-0.5447697 ,2.0101802
0.38785493 ,-0.10732081
-1.6220351 ,0.90941757
0.09170093 ,0.9010783
-1.3059657 ,-0.026262328
-1.5592465 ,0.07957137
-0.22194734 ,-0.7823661
0.042629357 ,0.40235272
-0.4575374 ,0.7720177
-1.3444345 ,-1.6714832
-0.39502975 ,0.32072952
0.10932923 ,-0.16974027
0.3442393 ,0.33943033
-0.84770375 ,0.011315529
-1.6850293 ,-1.5501015
0.039098915 ,-0.304336
0.1839277 ,-1.7144932
-0.8308097 ,-1.3283958
0.849921 ,-1.4455094
1.2991142 ,-1.5338619
0.066979915 ,-1.2008243
-0.18804325 ,-0.3397886
-0.1693658 ,-1.437784
-1.0303466 ,0.88977057
0.06469902 ,-0.34685627
-0.09345524 ,0.2587783
1.0104449 ,0.23141196
-0.96241814 ,-1.0543201
-0.35974637 ,1.6650435
0.09326257 ,0.85747266
-0.9982079 ,0.059557784
-1.227821 ,-1.006601
-0.4923047 ,-0.5445823
-0.1907278 ,0.63293904
-1.8997996 ,0.22050744
-0.1266578 ,2.149274
-1.727163 ,-0.31425348
-0.008539061 ,0.5647487
0.84919107 ,-1.5088681
0.14080755 ,-0.7840355
-0.04816936 ,-0.6670011
0.3078342 ,-0.04179257
-0.53555065 ,-1.3519659
-0.71378773 ,0.39081573
-0.27259237 ,2.2931175
0.21125686 ,0.48481828
0.3011583 ,0.74264127
0.47101086 ,-1.3037977
-1.2669584 ,0.6907594
-0.30306065 ,0.6022078
-0.10566235 ,-0.7934872
0.110404626 ,-0.08969922
0.10088776 ,0.37965772
-2.8408294 ,-0.49826062
-0.09937291 ,-0.9347932
-1.257596 ,0.362741
0.94480467 ,0.6296028
1.1096679 ,0.9601584
-1.7654624 ,-0.887963
1.3535205 ,-0.7480272
0.8370516 ,-0.15647522
0.83449316 ,0.91940045
-0.4618624 ,-0.45400164
1.6797441 ,-2.1247866
-1.3516325 ,-0.0067045824
-0.6439773 ,-0.41464123
0.91301286 ,0.046834037
-0.45750153 ,-0.30014643
-1.907094 ,0.9029263
0.0106476545 ,-0.63988024
-0.9142974 ,-0.08118529
1.2990062 ,-0.9404783
1.1755718 ,1.2660272
0.7502087 ,-0.6724612
-0.68676805 ,0.40142244
0.15712982 ,0.5809715
-1.1758163 ,0.064076856
0.62261564 ,-0.26183802
-3.1325414 ,-1.4550298
0.22112131 ,1.8602148
-0.7863419 ,0.26648945
-1.8637309 ,-0.63843447
-1.9606553 ,1.2036507
-0.8616824 ,0.5873335
-0.7918574 ,-1.0072716
-0.106630795 ,-0.6963085
-0.07778009 ,0.37274337
1.6565466 ,0.43479225
-0.30473208 ,-0.010241235
-1.6038827 ,0.06276633
-0.7141114 ,1.3894069
-0.035895072 ,1.7946078
-1.5409237 ,0.3881524
-1.1017792 ,-0.39233816
1.8737525 ,0.39759707
0.96718234 ,-0.2607542
0.7416131 ,-0.13455434
1.2332942 ,0.18432939
-0.5633509 ,-0.6646473
0.36552438 ,-0.8561556
-0.21019946 ,-0.35193717
1.1339802 ,0.182374
-1.1717296 ,1.0322628
0.965979 ,1.0301752
0.26834542 ,0.06506119
-2.7584982 ,2.0485458
-2.030152 ,-1.6484317
0.28287795 ,-0.63019365
1.1088775 ,-0.7598172
-0.52385193 ,-1.2301929
-0.96616465 ,0.81687754
-0.7347412 ,1.3569617
1.4078944 ,-0.6165854
-0.67970735 ,-1.2827638
-0.31291515 ,-0.7206715
0.18439254 ,-0.35757452
-1.9307672 ,-0.5130307
-0.123795584 ,-0.45948252
0.9834911 ,-1.7000257
1.7062235 ,-0.18004961
-0.13777755 ,-0.42477906
1.3724887 ,0.6250568
-0.362008 ,0.3333165
-2.1481593 ,-1.3890672
0.21245909 ,0.11775707
1.0447909 ,1.1612655
0.112691134 ,1.3663583
1.1703404 ,1.4546688
